Customer Name,Customer Mail ID,,Date and Time,Server Name,Server EMPID,Customer Age,Dining Preference,Room Preference,Sports Activity,Wellness,Pricing Pattern
Daniel Sloan,robertsanders@hotmail.com,,17-09-2024 00:01,Stephanie,EMP1341,68,No,Deluxe,No,Spa,High
Jordan Parker,danielle65@thomas-skinner.com,,11-01-2024 13:36,Megan,EMP6437,67,Yes,Deluxe,No,Spa,High
Raymond Vazquez,sarahwilcox@gilmore.com,,21-04-2024 15:39,Gregory,EMP5473,56,Yes,Standard,Yes,Spa,Medium
Lisa Robbins MD,susan18@torres-rocha.com,,23-01-2024 02:14,Madison,EMP9007,28,No,Standard,No,Spa,Medium
Christopher Robertson,rachelwagner@yahoo.com,,21-01-2024 07:49,Shane,EMP9409,50,Yes,Suite,No,Spa,High
Karen Phillips,farleycurtis@choi.org,,16-12-2024 01:33,Jacqueline,EMP2680,73,No,Suite,Yes,Gym,Low
Beth Chung,davisdaniel@larson-cisneros.com,,21-03-2024 20:54,Kathleen,EMP1632,79,No,Standard,No,Spa,Low
Seth Robbins,ricedennis@yahoo.com,,15-06-2024 12:36,Paula,EMP6333,64,Yes,Standard,No,Spa,Medium
Roger Smith,james85@martin-brown.com,,18-06-2024 00:13,Hannah,EMP7910,64,Yes,Standard,Yes,Pool,Medium
Justin Hopkins DVM,dthompson@hotmail.com,,11-12-2024 08:35,Kathy,EMP3796,68,Yes,Deluxe,No,Gym,High
Danielle Jackson,brenda18@yahoo.com,,29-07-2024 19:07,Brianna,EMP6381,49,No,Standard,Yes,Spa,Low
Alyssa Douglas,kellyyoung@gmail.com,,12-11-2024 03:19,Rebecca,EMP2508,47,Yes,Deluxe,Yes,Pool,Low
Christopher Potter,wardjoel@hotmail.com,,14-12-2024 07:36,Johnny,EMP3686,25,No,Suite,Yes,Gym,Low
Stacey Matthews,darrellpeterson@yahoo.com,,15-12-2024 20:27,Ariana,EMP3030,37,No,Suite,Yes,Spa,Low
Samuel Porter,jacobrivera@gmail.com,,13-07-2024 06:22,Travis,EMP3914,53,Yes,Standard,No,Spa,High
Shannon Little,jameswright@hotmail.com,,30-07-2024 23:11,Michael,EMP2951,23,No,Standard,Yes,Pool,Low
Charles Brown,robert04@becker.com,,16-05-2024 08:52,Marie,EMP9721,75,No,Deluxe,Yes,Gym,High
Katherine Thomas,johnhernandez@hoover.com,,31-10-2024 09:09,Amy,EMP5047,73,Yes,Standard,No,Spa,Low
Tracy Tucker,amy55@gmail.com,,07-07-2024 22:31,Caitlin,EMP4144,80,No,Suite,No,Spa,High
Marie Bell,robertsonlisa@clark-glass.com,,26-12-2023 05:50,Richard,EMP5689,18,Yes,Standard,No,Pool,Medium
David Smith,bensonkurt@owen.com,,16-06-2024 10:35,Richard,EMP4880,35,No,Suite,No,Gym,Low
Amber Miller,taranichols@gmail.com,,02-11-2024 21:10,Jacqueline,EMP2778,64,Yes,Standard,No,Pool,Low
Catherine Fox,youngjames@gmail.com,,22-06-2024 18:37,David,EMP1538,54,Yes,Standard,No,Pool,Medium
Gabriel Hogan,balljohn@petersen.com,,11-09-2024 12:24,Lori,EMP2949,42,Yes,Suite,Yes,Pool,Medium
Stephanie Newman,nancy82@gmail.com,,03-05-2024 23:03,Paul,EMP7226,42,Yes,Standard,No,Spa,Low
Stacey Sanders,stephensgrace@payne.com,,17-08-2024 15:43,Brooke,EMP9270,46,Yes,Suite,No,Gym,Medium
Timothy Malone,sydney84@gmail.com,,03-01-2024 20:23,Jacqueline,EMP7774,65,No,Deluxe,No,Pool,Low
Benjamin Ross,ogonzalez@fowler.com,,04-07-2024 21:56,Casey,EMP7245,25,Yes,Deluxe,No,Pool,Low
Crystal Clements,bwhitaker@baker.com,,04-09-2024 13:23,Samuel,EMP1106,70,No,Suite,Yes,Pool,Medium
Ann Mccullough,davisjose@yahoo.com,,01-06-2024 01:55,Kara,EMP5920,80,Yes,Suite,No,Pool,Low
Lauren Kim,palmerpamela@yahoo.com,,22-09-2024 05:20,Anne,EMP5276,67,Yes,Standard,No,Gym,Low
Tonya Webb,ashleyrobinson@hotmail.com,,17-07-2024 02:26,Charlotte,EMP6482,71,No,Deluxe,Yes,Pool,Low
Colleen Gregory,matthewalexander@jackson.com,,23-01-2024 11:40,Ryan,EMP9854,77,No,Standard,Yes,Spa,High
David Krause,meyermelissa@gmail.com,,30-08-2024 15:02,Jeremy,EMP5013,20,No,Standard,Yes,Pool,Low
Lisa Gonzalez,amber43@gmail.com,,16-08-2024 19:15,Susan,EMP8944,63,Yes,Deluxe,Yes,Spa,Low
Sandra Thompson,eric09@yahoo.com,,17-11-2024 08:21,Michael,EMP7487,44,Yes,Standard,No,Spa,Medium
Rebecca Shaffer,hwoods@hotmail.com,,11-08-2024 13:50,Diane,EMP3111,24,Yes,Deluxe,Yes,Pool,High
Jessica Coleman,steelesusan@lewis.org,,05-03-2024 23:00,Nathan,EMP6232,25,No,Standard,No,Pool,Medium
Sue Barajas,corey59@gmail.com,,01-03-2024 21:07,Miranda,EMP7437,59,No,Suite,Yes,Pool,Low
John Salas,scotterik@gmail.com,,06-11-2024 06:18,Bryan,EMP9746,54,No,Suite,Yes,Spa,Medium
Gary Myers,taylor19@williams.biz,,24-07-2024 01:29,Christian,EMP1757,49,No,Standard,No,Pool,Medium
George Pratt,estewart@brown.net,,11-03-2024 17:44,Kimberly,EMP9783,24,No,Suite,Yes,Pool,Medium
Daniel Smith,cheryl38@yahoo.com,,03-03-2024 14:57,Jennifer,EMP8145,42,No,Deluxe,No,Pool,Medium
John Huynh,harrydouglas@hunter-mckay.info,,08-08-2024 08:19,Jasmine,EMP1948,36,No,Deluxe,No,Spa,Medium
Jillian Gonzalez,derekmartinez@hotmail.com,,17-01-2024 13:30,Dennis,EMP5349,70,Yes,Standard,No,Gym,Medium
Joseph Hayden,natalie47@yahoo.com,,24-09-2024 09:49,Denise,EMP4257,31,Yes,Standard,Yes,Gym,Low
Nicole Arnold,allenrobert@hotmail.com,,18-03-2024 20:48,Karen,EMP9869,73,No,Deluxe,Yes,Pool,High
Michael Lindsey,tylerpatterson@yahoo.com,,13-03-2024 16:26,Jacob,EMP9058,77,No,Deluxe,No,Pool,Low
Thomas Flores,richardsonmark@gmail.com,,05-04-2024 09:05,Michael,EMP1128,53,Yes,Suite,No,Spa,Medium
Jacob Russell,youngmichelle@gmail.com,,06-03-2024 19:38,Leah,EMP5236,47,Yes,Deluxe,Yes,Pool,Low
Nathan Williams,ian54@castro.com,,12-11-2024 01:32,Brittany,EMP1948,65,No,Suite,No,Gym,High
Barbara Dean,leahgarrett@gmail.com,,12-08-2024 04:01,Timothy,EMP8449,60,No,Deluxe,No,Pool,Medium
Alison Gibbs,toniandrews@hotmail.com,,14-04-2024 23:29,Mary,EMP8920,74,Yes,Standard,No,Pool,High
Ethan Walker,harrisbrian@gmail.com,,05-04-2024 14:02,Alyssa,EMP9746,65,No,Standard,No,Gym,Low
Ryan Serrano,emcbride@green-rhodes.org,,14-05-2024 08:29,William,EMP2564,50,No,Standard,No,Gym,Low
Morgan Curry,robinsonjeremy@yahoo.com,,23-10-2024 07:53,Mark,EMP4891,38,Yes,Deluxe,Yes,Spa,Low
Dale Roberts,brandondrake@hill-sanders.com,,13-07-2024 04:27,Beth,EMP1069,50,No,Standard,Yes,Spa,Medium
Timothy Haynes,gregory49@patel-sanchez.com,,07-04-2024 23:17,James,EMP3010,33,Yes,Deluxe,Yes,Gym,High
Lindsay Ford,cohenronald@hotmail.com,,22-03-2024 13:07,Kaitlyn,EMP1028,49,No,Suite,No,Spa,Low
Kimberly Wood,alan10@reed.com,,23-08-2024 13:41,Janet,EMP4077,42,No,Deluxe,No,Gym,Medium
Crystal Kennedy,malikrobles@yahoo.com,,19-01-2024 18:13,Kevin,EMP9035,20,No,Deluxe,No,Pool,Medium
David Garner,lindaadkins@hotmail.com,,29-09-2024 14:35,Michael,EMP1620,27,Yes,Standard,No,Gym,High
Angela Velez,joshuabeard@hotmail.com,,04-08-2024 10:08,Marco,EMP2198,37,Yes,Standard,Yes,Spa,Low
Ryan Roth,james44@fisher.com,,12-03-2024 18:20,Sean,EMP8606,65,Yes,Standard,No,Pool,Medium
Wendy Woodward,gonzalezrobert@lee.info,,03-04-2024 22:44,Daniel,EMP7177,80,No,Deluxe,Yes,Spa,Low
Benjamin Moore,pjordan@morgan.com,,23-11-2024 07:32,Mark,EMP7868,25,No,Standard,Yes,Gym,Low
Susan Lee,scottmary@davis-jones.biz,,10-09-2024 07:10,Michael,EMP2288,70,Yes,Standard,Yes,Gym,Medium
Jamie Collins,shaun52@gmail.com,,14-10-2024 11:19,Bobby,EMP5607,79,Yes,Suite,No,Pool,Low
Richard Lee,qjensen@rodriguez.biz,,07-09-2024 01:56,Laurie,EMP2671,27,No,Suite,Yes,Pool,High
Jaime Thompson,lisa17@yahoo.com,,30-05-2024 06:11,Michele,EMP1149,25,Yes,Standard,No,Pool,Low
Seth Jenkins,david31@fuller.biz,,21-09-2024 14:43,Brian,EMP2996,36,Yes,Deluxe,No,Gym,High
Jeffery Perry,katherinerodriguez@gmail.com,,14-06-2024 20:17,Katherine,EMP9758,20,Yes,Suite,Yes,Gym,Low
Philip Gutierrez,toddjenna@yahoo.com,,04-10-2024 10:29,Kimberly,EMP5123,19,No,Deluxe,No,Spa,High
Angela White MD,aguilarvanessa@yahoo.com,,10-06-2024 13:12,Jeremy,EMP6060,24,No,Suite,No,Gym,Low
Kristina Johnson,eshelton@yahoo.com,,25-06-2024 06:39,William,EMP8433,44,No,Suite,Yes,Spa,Medium
Daniel Holland,gsims@quinn-taylor.com,,13-04-2024 00:15,Mark,EMP2158,45,No,Suite,Yes,Pool,High
Pamela Church,alexandermiller@gmail.com,,11-08-2024 13:02,Troy,EMP9383,74,Yes,Deluxe,Yes,Gym,Low
Manuel Hill,timothymurray@hotmail.com,,16-01-2024 22:55,Deanna,EMP9979,49,No,Suite,No,Gym,High
Dennis Garrett,sanchezcarrie@ryan.info,,04-03-2024 07:17,Bill,EMP2919,40,Yes,Suite,Yes,Spa,Medium
Rebecca Villegas,harrisondavid@martinez.com,,10-02-2024 10:31,Rachel,EMP4810,36,Yes,Standard,No,Pool,Low
Joseph Hampton,jeff53@gmail.com,,24-04-2024 08:17,Megan,EMP9376,36,No,Deluxe,Yes,Gym,Low
Rebecca Nguyen,jacksonnancy@cunningham-brown.com,,29-10-2024 23:06,Heidi,EMP2141,50,Yes,Deluxe,Yes,Spa,Medium
Nicholas May,aarongutierrez@thompson-reed.com,,22-12-2023 08:36,Andrew,EMP2142,54,Yes,Suite,No,Gym,High
Melinda White,robertsonryan@hotmail.com,,11-05-2024 11:26,Ashley,EMP5653,73,No,Suite,No,Spa,High
Gregory Alvarado,jared99@herrera.biz,,17-11-2024 18:24,Jeremy,EMP6275,33,No,Suite,Yes,Gym,High
Christina Allen,qbrown@yahoo.com,,02-12-2024 02:36,Gregory,EMP8430,33,Yes,Deluxe,No,Spa,High
Devin Fox,patty23@hotmail.com,,21-06-2024 18:33,Olivia,EMP5678,25,Yes,Deluxe,Yes,Pool,High
Matthew Patel,cruzjames@hale.com,,07-12-2024 14:38,Jamie,EMP5520,38,No,Suite,No,Spa,High
Melinda Brown,houstonmatthew@sanchez.com,,05-04-2024 03:03,Dean,EMP1701,21,Yes,Suite,Yes,Gym,High
Matthew Williams,genehamilton@yahoo.com,,23-04-2024 17:24,Andrew,EMP8058,57,Yes,Standard,Yes,Spa,Low
Molly Martin,hannamaria@humphrey.com,,31-03-2024 02:42,Jennifer,EMP7985,47,No,Standard,Yes,Spa,High
Sue Lucero,dcrane@carr-leonard.info,,22-09-2024 10:34,Laura,EMP2751,47,No,Suite,No,Pool,Low
Erica Pennington,thompsontamara@stanley-martinez.com,,25-12-2023 12:54,Brady,EMP6966,64,No,Standard,No,Pool,Medium
Robert Molina,fmays@marsh.org,,06-04-2024 16:30,Ruben,EMP1276,78,Yes,Suite,Yes,Pool,Medium
Vincent Ross,vasquezwendy@andrews-powell.com,,20-10-2024 12:25,Kelsey,EMP3120,34,No,Standard,Yes,Gym,Low
Nicholas Wilkins,matthewpatel@hotmail.com,,28-10-2024 15:42,Kimberly,EMP8810,29,Yes,Standard,Yes,Gym,Medium
Victoria Lopez,reginascott@gmail.com,,25-03-2024 03:47,Kirsten,EMP1711,67,No,Suite,Yes,Pool,High
Brett Chavez,owenschristine@hughes.biz,,30-04-2024 06:44,Shelby,EMP6923,21,Yes,Deluxe,No,Gym,Low
Sandra Brown,rebeccarodriguez@mitchell.org,,02-11-2024 18:31,Randall,EMP1772,75,Yes,Suite,Yes,Pool,Low
Lawrence Thomas,hcampbell@kelly-sutton.org,,04-01-2024 07:56,Ralph,EMP6260,52,No,Standard,No,Gym,Low
Jamie Acosta,jason70@hotmail.com,,16-06-2024 17:01,Laura,EMP3392,67,No,Standard,Yes,Pool,Medium
Cynthia Carter,butlersharon@hotmail.com,,13-11-2024 12:27,Janet,EMP7737,71,Yes,Deluxe,No,Spa,Medium
Kayla Bennett,oliversamuel@yahoo.com,,19-11-2024 09:19,Frank,EMP3324,61,No,Suite,Yes,Spa,High
Joseph Flores,cynthia21@schultz.com,,24-10-2024 23:13,Krystal,EMP9518,42,Yes,Suite,Yes,Pool,Medium
Shane Phillips,ana09@yahoo.com,,03-05-2024 18:15,Angela,EMP4086,40,Yes,Suite,Yes,Spa,Low
Caroline Jackson,darren72@simon.com,,19-02-2024 05:05,Christopher,EMP6603,19,No,Deluxe,Yes,Spa,Medium
James Sherman,guerrerorobert@rivera-jones.com,,02-11-2024 12:26,Daniel,EMP4025,68,No,Standard,Yes,Gym,Low
Justin Wiggins,williamwilson@smith.com,,25-06-2024 18:24,Julie,EMP3549,38,Yes,Suite,No,Pool,Medium
Nicole Mora,vpollard@brown.com,,29-04-2024 14:29,Ebony,EMP1274,66,Yes,Standard,No,Pool,Low
Cesar Porter,lsavage@dunn.com,,18-07-2024 02:24,Brenda,EMP7325,40,No,Suite,No,Pool,Low
Emily Smith MD,yevans@ford-miller.biz,,05-12-2024 09:40,Gary,EMP4515,62,No,Standard,No,Gym,Low
Andrew Jones,peter05@gmail.com,,01-08-2024 19:24,Kenneth,EMP9988,69,Yes,Suite,No,Gym,Low
Gina Jones,abennett@mayo-young.com,,13-05-2024 01:47,Janice,EMP4144,70,No,Deluxe,No,Pool,High
Dr. Terri Black,vellis@murray-murphy.org,,21-07-2024 19:02,Shelby,EMP8830,55,No,Deluxe,Yes,Pool,Low
Crystal Henson,teresaandrade@yahoo.com,,19-12-2023 18:55,Carrie,EMP2587,45,Yes,Standard,No,Pool,High
Julie Terry,michael59@anderson-trevino.org,,02-10-2024 19:47,Danielle,EMP7614,72,No,Deluxe,Yes,Gym,High
Randall Moon,rmcneil@gmail.com,,04-10-2024 11:26,Toni,EMP5776,20,Yes,Suite,No,Pool,Low
Robert Dawson,wattsaaron@hernandez-glenn.org,,15-06-2024 21:29,Christina,EMP7811,27,No,Suite,Yes,Spa,Low
Justin Choi,perezfrank@reynolds.com,,06-03-2024 16:13,Eric,EMP1543,26,No,Standard,No,Pool,High
Patricia James,joseph09@yahoo.com,,31-03-2024 07:06,Ryan,EMP2064,51,Yes,Deluxe,No,Gym,Low
Melissa Campbell,hannahmcintyre@gmail.com,,17-06-2024 15:21,Chloe,EMP8749,39,No,Deluxe,No,Pool,Medium
Stephanie Stewart,hollanddavid@gmail.com,,13-02-2024 04:26,Matthew,EMP7108,46,Yes,Standard,Yes,Pool,High
Jeffrey King,toddjohn@yahoo.com,,29-09-2024 04:10,James,EMP1818,43,No,Standard,Yes,Pool,Medium
Rebecca Watts,whitneyscott@yahoo.com,,13-05-2024 09:14,Amber,EMP2701,25,Yes,Deluxe,No,Pool,Medium
Scott Harrell,cgraves@le.com,,21-12-2023 03:57,Rachel,EMP3511,42,No,Deluxe,Yes,Spa,High
David Savage,jonesgreg@clark.com,,10-01-2024 11:29,Aaron,EMP5001,71,Yes,Suite,Yes,Gym,Medium
Larry King,james42@hotmail.com,,12-03-2024 12:06,Adam,EMP6330,37,Yes,Standard,Yes,Pool,Low
David Contreras,clinton24@holloway.com,,02-08-2024 09:52,Robin,EMP4466,80,Yes,Deluxe,No,Spa,High
Dominique Robinson,gsuarez@gmail.com,,17-10-2024 03:42,Daniel,EMP8319,37,Yes,Standard,No,Pool,Medium
Danielle Morton,floresmolly@yahoo.com,,12-07-2024 20:55,Ashley,EMP5074,39,Yes,Suite,No,Spa,High
Courtney Washington,broberts@price-jones.com,,02-01-2024 00:54,Amber,EMP6342,61,Yes,Standard,Yes,Gym,Medium
Sheila Mendoza,amanda22@gmail.com,,29-08-2024 15:56,Caitlin,EMP6047,36,Yes,Suite,No,Gym,High
Patricia Hebert,iross@hotmail.com,,27-09-2024 22:32,James,EMP5273,71,Yes,Standard,Yes,Gym,High
James Gomez,brittneycarrillo@anderson-simmons.net,,27-05-2024 02:37,Gregory,EMP2896,18,Yes,Suite,No,Spa,Low
Alyssa Lewis,beaton@yahoo.com,,01-08-2024 01:48,Cody,EMP5235,53,No,Deluxe,No,Pool,Medium
Thomas Gray,duffychristy@morgan-hayes.com,,02-08-2024 18:23,Dakota,EMP8627,29,No,Deluxe,Yes,Pool,High
Rebecca Rodriguez,afisher@gmail.com,,15-04-2024 19:24,Luis,EMP5607,28,Yes,Deluxe,No,Gym,Medium
Mary Strickland,fmcclain@harrison.com,,29-04-2024 03:28,Jessica,EMP5134,69,No,Suite,Yes,Spa,High
William Franklin,jwashington@yahoo.com,,25-01-2024 22:48,Julie,EMP7307,43,No,Suite,Yes,Spa,High
Johnny Jones,phillipsrichard@hotmail.com,,07-03-2024 08:55,Todd,EMP7951,64,No,Deluxe,Yes,Spa,High
Cody Butler,michelle53@hotmail.com,,08-11-2024 05:29,Teresa,EMP6962,36,No,Standard,Yes,Pool,High
Lisa Olson,michael49@hotmail.com,,29-08-2024 17:09,Dylan,EMP6501,30,No,Standard,Yes,Spa,Medium
Joseph Gaines,pchurch@yahoo.com,,17-09-2024 14:27,Teresa,EMP3848,26,No,Standard,Yes,Gym,High
Alexander Adams,evaughn@hotmail.com,,18-05-2024 08:42,Ashlee,EMP4629,68,Yes,Suite,No,Spa,Medium
Miss Maria Grant,donaldcraig@james.info,,03-03-2024 03:30,Christina,EMP3056,27,Yes,Standard,Yes,Spa,Low
Jonathan Thomas,larry35@hall.com,,14-05-2024 10:21,Tracey,EMP1336,51,No,Standard,Yes,Gym,High
Juan Walker,williamtaylor@yahoo.com,,18-07-2024 21:51,Timothy,EMP4669,71,No,Standard,No,Pool,Medium
Duane Obrien,catherinemorton@wood.com,,15-07-2024 02:01,Derek,EMP6205,80,Yes,Deluxe,Yes,Spa,Medium
Luis Butler,patricia15@yahoo.com,,31-08-2024 10:37,Joshua,EMP6052,73,No,Suite,No,Spa,Medium
Kelly Sparks,owenadam@yahoo.com,,26-02-2024 11:10,Karen,EMP1446,57,Yes,Deluxe,No,Gym,Low
Susan Davis,jeffreyjohnson@yahoo.com,,24-03-2024 00:02,Sarah,EMP4310,80,No,Standard,Yes,Gym,High
Stephanie Walsh,stephen90@hotmail.com,,12-02-2024 07:07,Christopher,EMP7679,61,No,Deluxe,No,Gym,High
James Davis,kevinkeller@gmail.com,,24-10-2024 02:10,Karen,EMP2886,76,Yes,Suite,Yes,Pool,Low
Joanna Sims,jeffreyjames@duncan.com,,15-09-2024 17:15,Michael,EMP7168,79,No,Suite,No,Spa,Low
Barbara Clark,mjackson@hotmail.com,,05-07-2024 14:47,Juan,EMP9478,71,Yes,Deluxe,Yes,Gym,Medium
Stephanie Best,jamesbailey@day.net,,15-11-2024 09:27,Lee,EMP2622,53,Yes,Deluxe,Yes,Gym,High
Corey Campbell,diazerica@davis.com,,03-08-2024 06:59,Michelle,EMP8164,28,No,Suite,No,Spa,Medium
Tina Jones,caitlinmcgee@scott.info,,01-09-2024 21:40,Ryan,EMP3933,28,Yes,Suite,Yes,Pool,High
Tiffany Fleming,ericksontracy@gmail.com,,30-05-2024 20:46,Michael,EMP2717,20,Yes,Deluxe,No,Spa,High
Melissa Jimenez,hstuart@rodgers.com,,24-03-2024 16:49,David,EMP7715,45,No,Suite,No,Gym,High
James Taylor,jhughes@thomas-burke.org,,05-03-2024 08:14,Kevin,EMP8140,79,No,Suite,No,Spa,High
Shelby Olson,daniellemorales@yahoo.com,,30-04-2024 06:44,Monique,EMP6829,36,Yes,Suite,No,Spa,Medium
Kelli Garcia,david61@cabrera.com,,13-12-2024 11:18,Ashley,EMP8692,73,Yes,Suite,Yes,Pool,High
Sarah Singleton,jacobsjill@brown-sims.com,,26-03-2024 14:11,Justin,EMP6807,33,Yes,Standard,No,Gym,Low
Kevin Kramer,johnsanders@porter.com,,16-02-2024 15:28,Derek,EMP7168,64,Yes,Standard,Yes,Gym,High
Stephen Schneider,ramirezmartin@hotmail.com,,27-09-2024 12:59,Lisa,EMP1545,57,Yes,Deluxe,No,Gym,Low
Dawn Riley,kennedybrian@nelson-schmidt.com,,15-06-2024 23:52,Andrew,EMP7540,54,Yes,Suite,Yes,Spa,Medium
Michael Young,willie24@yahoo.com,,20-04-2024 08:59,Ruth,EMP8705,56,No,Standard,No,Pool,High
Lisa Snyder,dwayne79@gmail.com,,17-01-2024 01:49,Rose,EMP2853,25,No,Standard,No,Pool,Medium
Shelby Baldwin,daniellejackson@cherry.com,,27-10-2024 17:01,Mary,EMP5477,62,No,Suite,No,Gym,High
Daniel Fisher,morenobrad@hotmail.com,,06-06-2024 07:25,Jason,EMP2693,50,Yes,Standard,No,Spa,Medium
Joshua Vaughan II,smithmichelle@ferguson.com,,16-02-2024 15:12,David,EMP2402,66,Yes,Standard,No,Spa,High
Michelle Garza,snyderjenny@salazar.info,,22-07-2024 19:11,Heather,EMP8549,40,No,Standard,No,Gym,High
Barbara Sellers,sperry@martin.com,,08-04-2024 20:51,Kathy,EMP9069,59,No,Deluxe,No,Gym,High
Richard Johnson,ole@zavala.org,,04-08-2024 11:21,Donald,EMP2466,45,No,Suite,No,Gym,Medium
Julian Rivas,johnwinters@smith-nichols.com,,12-07-2024 09:24,Mark,EMP1801,39,Yes,Suite,Yes,Gym,Low
Andre Jackson,wilsoncourtney@evans.info,,06-08-2024 13:45,Carol,EMP4316,49,Yes,Deluxe,Yes,Pool,Low
Caitlin Young,ncarson@gmail.com,,23-06-2024 15:31,Benjamin,EMP6100,78,No,Standard,No,Spa,Medium
Patricia Knight,rebeccanewton@barrett.net,,05-12-2024 06:42,Peter,EMP7905,50,No,Standard,No,Pool,Low
Jonathan Torres,bullockalexandra@ramos.com,,27-04-2024 22:50,William,EMP7482,69,No,Standard,No,Spa,Medium
Kevin Zimmerman,msandoval@gmail.com,,03-03-2024 05:13,Brittney,EMP8211,80,Yes,Standard,Yes,Spa,Low
Angel Richardson,andrew97@rodriguez.net,,15-02-2024 06:06,Dustin,EMP5436,57,Yes,Deluxe,Yes,Pool,High
Denise Fields,wilsonrebecca@wong-sanchez.com,,24-03-2024 21:24,Michelle,EMP1463,41,Yes,Standard,Yes,Spa,Medium
Mary Peck,jeffrey90@hotmail.com,,12-03-2024 18:09,Michael,EMP7185,63,Yes,Suite,Yes,Pool,Medium
Joy Townsend,sheri52@hotmail.com,,14-11-2024 19:41,Megan,EMP4456,27,No,Standard,Yes,Gym,Low
Michael Wilson,zbrown@gmail.com,,20-02-2024 01:44,Vanessa,EMP8178,28,No,Suite,Yes,Spa,Medium
Megan Beard,sherriwilson@gmail.com,,16-03-2024 15:45,Darlene,EMP9858,48,Yes,Standard,Yes,Spa,Low
Michael Brooks,danielbradley@hooper-wright.com,,17-03-2024 09:49,Danielle,EMP8809,58,No,Suite,No,Pool,High
Alicia Sloan,gpratt@lee-mcknight.com,,15-11-2024 16:43,Jessica,EMP6125,60,Yes,Deluxe,Yes,Gym,Medium
Michelle Hill,schneideranna@newton-morales.com,,19-12-2023 05:23,Jane,EMP5813,31,Yes,Suite,Yes,Gym,High
Angela Meyer,brendamiller@yahoo.com,,08-06-2024 13:24,Ashley,EMP1542,68,No,Deluxe,Yes,Spa,Medium
Susan Blackburn,hillalex@smith.com,,09-04-2024 11:49,Melanie,EMP9863,38,Yes,Deluxe,Yes,Spa,Medium
Kristy Young,tammyvasquez@christensen.com,,28-06-2024 00:57,Timothy,EMP3765,21,Yes,Deluxe,Yes,Spa,High
Devin Foster,rporter@williams.com,,24-04-2024 07:44,James,EMP7553,24,Yes,Suite,Yes,Pool,High
Gerald Baker,william25@mitchell.com,,23-11-2024 23:47,Michelle,EMP4001,34,No,Deluxe,Yes,Spa,Medium
Wendy Li,ebauer@yahoo.com,,25-01-2024 13:50,Courtney,EMP6759,59,Yes,Suite,No,Spa,High
Andrew Sims,millermichelle@thompson.biz,,29-11-2024 21:34,Stuart,EMP7166,53,Yes,Standard,No,Gym,High
Cory Collins,aodonnell@hotmail.com,,24-01-2024 17:15,Tamara,EMP4283,65,No,Deluxe,Yes,Spa,Low
April Anderson,mbarber@bates.com,,17-04-2024 18:44,Gail,EMP1628,51,No,Suite,Yes,Pool,Medium
Rachel Cooper,nguyenjesse@travis-farrell.com,,29-11-2024 20:27,Harry,EMP4652,29,No,Deluxe,Yes,Pool,Low
Paula Franco,adamsphilip@hotmail.com,,16-05-2024 04:54,Samantha,EMP9562,78,Yes,Deluxe,No,Spa,High
Jimmy Stewart,michael09@phillips-hampton.org,,16-01-2024 15:04,Misty,EMP9899,59,No,Suite,Yes,Gym,Medium
Terrence Moreno DDS,ljohnson@yahoo.com,,13-08-2024 08:42,Sean,EMP2044,24,Yes,Suite,No,Pool,Low
Julia Hester,lisa13@gmail.com,,20-05-2024 00:06,Carol,EMP1543,59,Yes,Standard,Yes,Gym,Low
Michael Bailey,xjones@yahoo.com,,17-04-2024 20:36,Timothy,EMP7302,59,No,Standard,Yes,Gym,Low
Christopher Brown,christinegray@snyder-smith.info,,21-09-2024 19:55,Andrew,EMP1483,64,Yes,Deluxe,Yes,Gym,Medium
Sydney Mccormick,sharondavis@gmail.com,,08-12-2024 22:52,Travis,EMP9242,42,Yes,Deluxe,No,Spa,High
Patrick Campos,michael79@gmail.com,,01-03-2024 04:40,David,EMP5330,68,No,Suite,Yes,Spa,Low
Javier Perez,slittle@cox.com,,10-07-2024 23:43,Leslie,EMP2801,30,Yes,Standard,Yes,Gym,Medium
Jessica Cruz MD,wesleyblack@gmail.com,,05-12-2024 14:36,Alex,EMP7183,58,Yes,Deluxe,No,Spa,Medium
Ana Williams,stonetricia@gmail.com,,21-03-2024 16:25,Carol,EMP4435,37,No,Suite,No,Pool,Medium
Christopher Cohen,robertsdanny@parker.info,,01-10-2024 08:54,Spencer,EMP3698,54,No,Deluxe,No,Spa,Low
Joshua Morris,jamessmith@jones.info,,04-07-2024 08:52,Alexandra,EMP5737,43,No,Suite,Yes,Pool,High
Justin Kelly,eramsey@gmail.com,,20-04-2024 20:35,Joshua,EMP3395,41,No,Deluxe,No,Pool,Medium
Monica Stevens,justin47@yahoo.com,,06-05-2024 16:05,Patrick,EMP4555,20,No,Suite,Yes,Pool,High
Thomas Pennington,phillipjohns@perry-kim.com,,06-01-2024 18:48,Larry,EMP3680,71,Yes,Deluxe,No,Spa,Medium
Mary Clark,ronniehernandez@fleming.com,,15-06-2024 10:36,William,EMP7207,79,Yes,Suite,No,Pool,Medium
Karen Walker,ruizduane@hotmail.com,,10-07-2024 11:26,Wendy,EMP9730,22,No,Deluxe,Yes,Gym,High
Raymond Reeves,krogers@wagner.com,,07-11-2024 23:43,Jasmine,EMP6483,77,No,Standard,Yes,Gym,Medium
Jennifer Douglas,melendezluke@hawkins.info,,06-04-2024 05:21,Donald,EMP2100,34,No,Suite,No,Gym,Low
